IDCUSTOMER,GENDER,CITY,COUNTRY,FIRST_DEPOSIT_AMOUNT,REGISTRATION_DATE,DEPOSIT_DATE
146455431,M,Adana,Turkey,100.0,2022-03-30,2022-03-31
146454511,M,İstanbul,Turkey,50.0,2022-03-30,2022-03-30
146455351,M,Gümüşhane,Turkey,400.0,2022-03-30,2022-03-30
146456911,M,Gaziantep,Turkey,53.0,2022-03-30,2022-04-01
146453701,M,Ankara,Turkey,100.0,2022-03-30,2022-03-30
146457191,M,İzmir,Turkey,1000.0,2022-03-30,2022-03-30
146457711,M,Adana,Turkey,50.0,2022-03-30,2022-03-30
146453311,M,İstanbul,Turkey,100.0,2022-03-30,2022-03-30
146449671,M,Kayseri,Turkey,50.0,2022-03-30,2022-05-27
146452171,M,Edirne,Turkey,50.0,2022-03-30,2022-03-30
146451081,M,Bursa,Turkey,50.0,2022-03-30,2022-03-30
146456561,M,İstanbul,Turkey,25.0,2022-03-30,2022-04-01
146456201,M,Diyarbakır,Turkey,100.0,2022-03-30,2022-04-01
146455251,M,İstanbul,Turkey,200.0,2022-03-30,2022-03-30
146452791,M,Ankara,Turkey,90.0,2022-03-30,2022-03-30
146454621,M,Gaziantep,Turkey,45.0,2022-03-30,2022-03-30
146454631,M,İzmir,Turkey,50.0,2022-03-30,2022-03-30
146451071,M,İstanbul,Turkey,50.0,2022-03-30,2022-03-30
146453891,M,Adana,Turkey,100.0,2022-03-30,2022-03-31
146458331,M,İstanbul,Turkey,50.0,2022-03-30,2022-03-30
146456221,M,Erzurum,Turkey,500.0,2022-03-30,2022-03-30
146457511,M,Kayseri,Turkey,70.0,2022-03-30,2022-03-30
146457851,M,Ankara,Turkey,500.0,2022-03-30,2022-03-30
146456891,M,Muğla,Turkey,500.0,2022-03-30,2022-03-30
146453051,M,Konya,Turkey,50.0,2022-03-30,2022-04-04
146453121,M,Muğla,Turkey,300.0,2022-03-30,2022-03-30
146451811,M,Van,Turkey,50.0,2022-03-30,2022-03-30
146466371,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146464471,M,Rize,Turkey,100.0,2022-03-31,2022-04-01
146462281,M,Kayseri,Turkey,100.0,2022-03-31,2022-03-31
146466321,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146460791,M,Adıyaman,Turkey,400.0,2022-03-31,2022-04-01
146466511,M,Kahramanmaraş,Turkey,110.0,2022-03-31,2022-03-31
146461491,M,Kahramanmaraş,Turkey,1000.0,2022-03-31,2022-03-31
146464971,M,Sivas,Turkey,300.0,2022-03-31,2022-03-31
146469461,M,Denizli,Turkey,100.0,2022-03-31,2022-04-06
146468231,M,Adana,Turkey,1000.0,2022-03-31,2022-03-31
146465671,M,İstanbul,Turkey,100.0,2022-03-31,2022-03-31
146461121,M,İzmir,Turkey,600.0,2022-03-31,2022-03-31
146462141,M,Uşak,Turkey,50.0,2022-03-31,2022-03-31
146462911,M,Gaziantep,Turkey,100.0,2022-03-31,2022-04-02
146461871,M,Erzurum,Turkey,50.0,2022-03-31,2022-03-31
146469471,M,İstanbul,Turkey,200.0,2022-03-31,2022-03-31
146462161,M,İzmir,Turkey,50.0,2022-03-31,2022-04-10
146465301,M,İstanbul,Turkey,100.0,2022-03-31,2022-04-04
146468781,M,Adıyaman,Turkey,29.0,2022-03-31,2022-03-31
146466461,M,Batman,Turkey,300.0,2022-03-31,2022-03-31
146460051,M,Osmaniye,Turkey,250.0,2022-03-31,2022-06-10
146460071,M,İstanbul,Turkey,100.0,2022-03-31,2022-03-31
146469351,M,Trabzon,Turkey,70.0,2022-03-31,2022-05-18
146464611,M,Trabzon,Turkey,250.0,2022-03-31,2022-03-31
146462351,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146464291,M,Antalya,Turkey,50.0,2022-03-31,2022-03-31
146468271,M,İstanbul,Turkey,500.0,2022-03-31,2022-03-31
146464981,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146459581,M,Bursa,Turkey,80.0,2022-03-31,2022-04-03
146467691,M,Konya,Turkey,190.0,2022-03-31,2022-03-31
146469131,M,Diyarbakır,Turkey,50.0,2022-03-31,2022-04-01
146459871,M,Kütahya,Turkey,250.0,2022-03-31,2022-03-31
146461911,M,Ankara,Turkey,70.0,2022-03-31,2022-03-31
146462541,M,Bursa,Turkey,100.0,2022-03-31,2022-03-31
146465961,M,Edirne,Turkey,100.0,2022-03-31,2022-03-31
146466961,M,Antalya,Turkey,300.0,2022-03-31,2022-03-31
146469251,M,Karabük,Turkey,70.0,2022-03-31,2022-04-02
146465371,M,Muğla,Turkey,300.0,2022-03-31,2022-03-31
146465601,M,Bursa,Turkey,70.0,2022-03-31,2022-03-31
146463661,M,Çanakkale,Turkey,35.0,2022-03-31,2022-03-31
146463131,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146466811,M,İzmir,Turkey,70.0,2022-03-31,2022-04-03
146462731,M,Diyarbakır,Turkey,250.0,2022-03-31,2022-04-01
146465041,M,Antalya,Turkey,500.0,2022-03-31,2022-04-01
146466271,M,Gaziantep,Turkey,70.0,2022-03-31,2022-03-31
146461531,M,Kahramanmaraş,Turkey,25.0,2022-03-31,2022-03-31
146462751,M,Ankara,Turkey,50.0,2022-03-31,2022-03-31
146459971,M,ankara,Turkey,100.0,2022-03-31,2022-03-31
146466021,M,Kocaeli,Turkey,90.0,2022-03-31,2022-04-07
146462311,M,İstanbul,Turkey,300.0,2022-03-31,2022-03-31
146464331,M,Aydın,Turkey,100.0,2022-03-31,2022-03-31
146462951,M,Amasya,Turkey,50.0,2022-03-31,2022-03-31
146468941,M,Trabzon,Turkey,136.0,2022-03-31,2022-03-31
146468541,M,Uşak,Turkey,50.0,2022-03-31,2022-03-31
146463911,M,İstanbul,Turkey,100.0,2022-03-31,2022-04-08
146459851,M,Sakarya,Turkey,50.0,2022-03-31,2022-04-01
146463251,M,Denizli,Turkey,50.0,2022-03-31,2022-03-31
146459511,M,İstanbul,Turkey,1500.0,2022-03-31,2022-03-31
146460121,M,Denizli,Turkey,200.0,2022-03-31,2022-04-07
146466481,M,Ankara,Turkey,300.0,2022-03-31,2022-03-31
146459471,M,Mersin,Turkey,100.0,2022-03-31,2022-03-31
146461931,M,Kayseri,Turkey,100.0,2022-03-31,2022-03-31
146461711,M,Bursa,Turkey,100.0,2022-03-31,2022-03-31
146462711,M,Ankara,Turkey,50.0,2022-03-31,2022-03-31
146466791,M,Antalya,Turkey,750.0,2022-03-31,2022-03-31
146465171,M,Kastamonu,Turkey,400.0,2022-03-31,2022-03-31
146466081,M,Sinop,Turkey,50.0,2022-03-31,2022-03-31
146465181,M,Afyonkarahisar,Turkey,50.0,2022-03-31,2022-03-31
146463651,M,Gaziantep,Turkey,60.0,2022-03-31,2022-03-31
146463431,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146460451,M,İstanbul,Turkey,100.0,2022-03-31,2022-03-31
146469091,M,Rize,Turkey,100.0,2022-03-31,2022-03-31
146464061,M,Bursa,Turkey,200.0,2022-03-31,2022-03-31
146465941,M,Gaziantep,Turkey,120.0,2022-03-31,2022-03-31
146461221,M,Bursa,Turkey,50.0,2022-03-31,2022-03-31
146469691,M,Antalya,Turkey,200.0,2022-03-31,2022-03-31
146465261,M,İstanbul,Turkey,50.0,2022-03-31,2022-03-31
146459401,M,Mersin,Turkey,500.0,2022-03-31,2022-04-02
146465231,M,Şanlıurfa,Turkey,70.0,2022-03-31,2022-03-31
146469481,M,Bursa,Turkey,57.0,2022-03-31,2022-04-03
146465851,M,Manisa,Turkey,200.0,2022-03-31,2022-04-02
146459621,M,Diyarbakır,Turkey,130.0,2022-03-31,2022-03-31
146469171,M,İstanbul,Turkey,500.0,2022-03-31,2022-04-02
146462121,M,Uşak,Turkey,50.0,2022-03-31,2022-03-31
146466141,M,Şırnak,Turkey,500.0,2022-03-31,2022-03-31
146467471,M,İstanbul,Turkey,100.0,2022-03-31,2022-03-31
146474601,M,Hatay,Turkey,100.0,2022-04-01,2022-04-01
146476861,M,Bursa,Turkey,100.0,2022-04-01,2022-04-01
146477471,M,Diyarbakır,Turkey,100.0,2022-04-01,2022-04-01
146477031,M,Adıyaman,Turkey,100.0,2022-04-01,2022-04-01
146470621,M,İzmir,Turkey,200.0,2022-04-01,2022-04-01
146474881,M,Elazığ,Turkey,300.0,2022-04-01,2022-04-01
146477401,M,Erzurum,Turkey,17.0,2022-04-01,2022-04-03
146472171,M,Kayseri,Turkey,100.0,2022-04-01,2022-04-01
146478131,M,Gaziantep,Turkey,100.0,2022-04-01,2022-04-01
146470631,F,Ankara,Turkey,100.0,2022-04-01,2022-04-01
146476121,M,Bursa,Turkey,25.0,2022-04-01,2022-05-09
146478751,M,İstanbul,Turkey,450.0,2022-04-01,2022-04-03
146473101,M,Ankara,Turkey,50.0,2022-04-01,2022-04-01
146476381,M,Batman,Turkey,100.0,2022-04-01,2022-04-01
146477551,M,Antalya,Turkey,300.0,2022-04-01,2022-04-01
146472061,M,Bursa,Turkey,50.0,2022-04-01,2022-04-01
146480051,M,İstanbul,Turkey,50.0,2022-04-01,2022-04-01
146478181,M,Diyarbakır,Turkey,50.0,2022-04-01,2022-04-01
146477581,M,Bursa,Turkey,100.0,2022-04-01,2022-05-02
146474471,M,İzmir,Turkey,5000.0,2022-04-01,2022-04-01
146474041,M,Elazığ,Turkey,100.0,2022-04-01,2022-04-26
146470101,M,Batman,Turkey,100.0,2022-04-01,2022-04-28
146472881,M,Siirt,Turkey,50.0,2022-04-01,2022-04-01
146474141,M,Diyarbakır,Turkey,500.0,2022-04-01,2022-04-01
146477901,M,Aydın,Turkey,100.0,2022-04-01,2022-04-01
146476971,M,İstanbul,Turkey,25.0,2022-04-01,2022-04-03
146471351,M,İzmir,Turkey,200.0,2022-04-01,2022-04-01
146475571,M,Ankara,Turkey,500.0,2022-04-01,2022-04-01
146471841,M,Kırşehir,Turkey,150.0,2022-04-01,2022-04-01
146475751,M,Niğde,Turkey,52.0,2022-04-01,2022-04-01
146471751,M,İstanbul,Turkey,891.0,2022-04-01,2022-04-01
146477291,M,Kütahya,Turkey,100.0,2022-04-01,2022-04-07
146480041,M,Aydın,Turkey,200.0,2022-04-01,2022-04-01
146473981,M,İstanbul,Turkey,100.0,2022-04-01,2022-04-01
146470191,M,Kocaeli,Turkey,100.0,2022-04-01,2022-04-01
146475141,M,Sakarya,Turkey,100.0,2022-04-01,2022-04-01
146475311,M,Muğla,Turkey,50.0,2022-04-01,2022-04-01
146473861,M,Balıkesir,Turkey,100.0,2022-04-01,2022-04-21
146475271,M,İstanbul,Turkey,50.0,2022-04-01,2022-04-01
146475851,M,İzmir,Turkey,100.0,2022-04-01,2022-04-01
146478821,M,Uşak,Turkey,150.0,2022-04-01,2022-04-01
146478031,M,İzmir,Turkey,100.0,2022-04-01,2022-04-28
146477081,M,Adıyaman,Turkey,100.0,2022-04-01,2022-04-01
146479121,M,Bursa,Turkey,48.0,2022-04-01,2022-04-26
146477141,M,Kahramanmaraş,Turkey,100.0,2022-04-01,2022-04-01
146474511,M,Antalya,Turkey,50.0,2022-04-01,2022-04-01
146477361,M,Artvin,Turkey,500.0,2022-04-01,2022-04-01
146477451,M,Ankara,Turkey,50.0,2022-04-01,2022-04-01
146479461,M,İstanbul,Turkey,15.0,2022-04-01,2022-04-13
146475471,M,İstanbul,Turkey,50.0,2022-04-01,2022-04-01
146473771,M,İstanbul,Turkey,70.0,2022-04-01,2022-04-02
146479341,M,Diyarbakır,Turkey,100.0,2022-04-01,2022-04-02
146476491,M,İstanbul,Turkey,550.0,2022-04-01,2022-04-01
146479141,M,Malatya,Turkey,50.0,2022-04-01,2022-04-01
146473371,M,İstanbul,Turkey,90.0,2022-04-01,2022-04-01
146474461,M,İstanbul,Turkey,100.0,2022-04-01,2022-04-01
146477431,M,Tekirdağ,Turkey,50.0,2022-04-01,2022-04-01
146474491,M,Diyarbakır,Turkey,61.0,2022-04-01,2022-04-15
146479301,M,İzmir,Turkey,100.0,2022-04-01,2022-04-01
146473941,M,Karaman,Turkey,50.0,2022-04-01,2022-04-01
146477811,M,İstanbul,Turkey,100.0,2022-04-01,2022-04-01
146470311,M,Kars,Turkey,15.0,2022-04-01,2022-04-01
146471551,M,Kütahya,Turkey,50.0,2022-04-01,2022-04-01
146478241,M,İstanbul,Turkey,1000.0,2022-04-01,2022-04-01
146478841,M,İstanbul,Turkey,70.0,2022-04-01,2022-04-06
146477491,M,Konya,Turkey,50.0,2022-04-01,2022-04-01
146479481,M,Kütahya,Turkey,30.0,2022-04-01,2022-04-01
146476351,M,Ankara,Turkey,50.0,2022-04-01,2022-04-01
146473031,M,İstanbul,Turkey,130.0,2022-04-01,2022-04-01
146472921,M,Sivas,Turkey,70.0,2022-04-01,2022-04-01
146471461,M,Antalya,Turkey,320.0,2022-04-01,2022-04-01
146477701,M,Adıyaman,Turkey,51.0,2022-04-01,2022-04-02
146473491,M,Bursa,Turkey,200.0,2022-04-01,2022-04-25
146471661,M,Ordu,Turkey,50.0,2022-04-01,2022-04-26
146474341,M,Yozgat,Turkey,500.0,2022-04-01,2022-04-01
146472161,M,Ordu,Turkey,200.0,2022-04-01,2022-04-01
146477101,M,Şırnak,Turkey,250.0,2022-04-01,2022-04-01
146474641,M,Tekirdağ,Turkey,82.0,2022-04-01,2022-04-01
146476921,M,İstanbul,Turkey,100.0,2022-04-01,2022-04-01
146472711,M,Siirt,Turkey,100.0,2022-04-01,2022-04-01
146470081,M,İstanbul,Turkey,150.0,2022-04-01,2022-04-01
146475911,M,Edirne,Turkey,100.0,2022-04-01,2022-04-01
146478011,M,Van,Turkey,250.0,2022-04-01,2022-04-01
146479071,M,Osmaniye,Turkey,1000.0,2022-04-01,2022-04-04
146477681,M,Ankara,Turkey,1000.0,2022-04-01,2022-04-01
146480291,M,Hatay,Turkey,200.0,2022-04-01,2022-04-01
146474441,M,Gaziantep,Turkey,100.0,2022-04-01,2022-04-01
146476531,M,Bursa,Turkey,50.0,2022-04-01,2022-04-01
146476651,M,Edirne,Turkey,100.0,2022-04-01,2022-04-01
146473201,M,Edirne,Turkey,50.0,2022-04-01,2022-04-01
146472861,M,Edirne,Turkey,250.0,2022-04-01,2022-04-01
146471641,M,Antalya,Turkey,75.0,2022-04-01,2022-04-01
146478631,M,Kahramanmaraş,Turkey,100.0,2022-04-01,2022-04-01
146479521,M,Gaziantep,Turkey,50.0,2022-04-01,2022-04-02
146478081,M,İstanbul,Turkey,100.0,2022-04-01,2022-04-01
146478741,M,Düzce,Turkey,500.0,2022-04-01,2022-04-02
146474351,M,Diyarbakır,Turkey,100.0,2022-04-01,2022-04-03
146477781,M,İstanbul,Turkey,80.0,2022-04-01,2022-04-02
146476511,M,Tekirdağ,Turkey,200.0,2022-04-01,2022-04-01
146479961,M,Balıkesir,Turkey,70.0,2022-04-01,2022-04-02
146478591,M,İstanbul,Turkey,75.0,2022-04-01,2022-04-15
146470981,M,Gaziantep,Turkey,50.0,2022-04-01,2022-04-01
146474531,M,Bursa,Turkey,50.0,2022-04-01,2022-04-01
146479291,M,Bursa,Turkey,50.0,2022-04-01,2022-04-02
146480351,M,İzmir,Turkey,200.0,2022-04-01,2022-04-02
146474111,M,Bursa,Turkey,50.0,2022-04-01,2022-04-01
146478711,M,Karaman,Turkey,3000.0,2022-04-01,2022-04-01
146483271,M,İstanbul,Turkey,500.0,2022-04-02,2022-04-02
146487281,M,Hatay,Turkey,100.0,2022-04-02,2022-04-02
146484811,M,Bitlis,Turkey,200.0,2022-04-02,2022-04-02
146481611,M,Artvin,Turkey,2000.0,2022-04-02,2022-04-02
146488071,M,Adana,Turkey,55.0,2022-04-02,2022-05-18
146485221,M,İstanbul,Turkey,1000.0,2022-04-02,2022-04-02
146484871,M,Ankara,Turkey,1000.0,2022-04-02,2022-04-02
146483431,M,İstanbul,Turkey,200.0,2022-04-02,2022-04-02
146484581,M,Eskişehir,Turkey,100.0,2022-04-02,2022-04-02
146485051,M,Adana,Turkey,500.0,2022-04-02,2022-04-02
146483001,M,Afyonkarahisar,Turkey,142.0,2022-04-02,2022-04-02
146484851,M,Giresun,Turkey,100.0,2022-04-02,2022-04-02
146482841,M,İstanbul,Turkey,100.0,2022-04-02,2022-04-02
146482321,M,Antalya,Turkey,300.0,2022-04-02,2022-04-15
146485281,M,Antalya,Turkey,1000.0,2022-04-02,2022-04-02
146484311,M,İstanbul,Turkey,1000.0,2022-04-02,2022-04-02
146484641,M,Bursa,Turkey,50.0,2022-04-02,2022-04-03
146489251,M,Giresun,Turkey,300.0,2022-04-02,2022-04-02
146486871,M,Bursa,Turkey,50.0,2022-04-02,2022-04-02
146485351,M,İzmir,Turkey,300.0,2022-04-02,2022-04-02
146485571,M,Trabzon,Turkey,1000.0,2022-04-02,2022-04-02
146484131,M,Ankara,Turkey,100.0,2022-04-02,2022-04-02
146488291,M,Balıkesir,Turkey,250.0,2022-04-02,2022-04-02
146488371,M,Yalova,Turkey,45.0,2022-04-02,2022-04-05
146487161,M,İstanbul,Turkey,500.0,2022-04-02,2022-04-02
146486101,M,Sivas,Turkey,200.0,2022-04-02,2022-04-02
146486041,M,İstanbul,Turkey,1000.0,2022-04-02,2022-04-02
146487171,M,Konya,Turkey,100.0,2022-04-02,2022-04-02
146489501,M,Kırklareli,Turkey,200.0,2022-04-02,2022-04-02
146483031,M,Tekirdağ,Turkey,100.0,2022-04-02,2022-04-02
146488671,M,Manisa,Turkey,100.0,2022-04-02,2022-04-02
146481691,M,Bursa,Turkey,200.0,2022-04-02,2022-04-26
146484651,M,Ankara,Turkey,100.0,2022-04-02,2022-04-02
146481431,M,Adana,Turkey,500.0,2022-04-02,2022-04-02
146487631,M,İstanbul,Turkey,250.0,2022-04-02,2022-04-02
146489201,M,Artvin,Turkey,50.0,2022-04-02,2022-04-02
146480481,M,İzmir,Turkey,50.0,2022-04-02,2022-04-02
146482711,M,İstanbul,Turkey,6.0,2022-04-02,2022-04-14
146488631,M,Manisa,Turkey,400.0,2022-04-02,2022-04-02
146487061,M,İstanbul,Turkey,250.0,2022-04-02,2022-04-02
146487261,M,İstanbul,Turkey,100.0,2022-04-02,2022-04-02
146489071,M,Adana,Turkey,50.0,2022-04-02,2022-04-02
146484201,M,Sakarya,Turkey,220.0,2022-04-02,2022-04-02
146481111,M,Bursa,Turkey,300.0,2022-04-02,2022-05-17
146485201,M,Antalya,Turkey,100.0,2022-04-02,2022-05-23
146482021,M,Ankara,Turkey,50.0,2022-04-02,2022-04-02
146488331,M,İstanbul,Turkey,200.0,2022-04-02,2022-04-02
146485831,M,İstanbul,Turkey,1000.0,2022-04-02,2022-04-02
146489461,M,Manisa,Turkey,50.0,2022-04-02,2022-04-02
146487761,M,Bursa,Turkey,70.0,2022-04-02,2022-04-02
146483251,M,Karaman,Turkey,2000.0,2022-04-02,2022-04-02
146481711,M,Mardin,Turkey,100.0,2022-04-02,2022-04-02
146487421,F,İstanbul,Turkey,1000.0,2022-04-02,2022-04-02
146487621,M,İstanbul,Turkey,50.0,2022-04-02,2022-04-02
146487521,M,İstanbul,Turkey,100.0,2022-04-02,2022-04-02
146480621,M,Eskişehir,Turkey,100.0,2022-04-02,2022-04-02
146487651,M,Kocaeli,Turkey,100.0,2022-04-02,2022-04-02
146486221,M,Kocaeli,Turkey,51.0,2022-04-02,2022-04-02
146488241,M,İstanbul,Turkey,250.0,2022-04-02,2022-04-02
146488831,M,İstanbul,Turkey,50.0,2022-04-02,2022-04-02
146486291,M,Diyarbakır,Turkey,734.0,2022-04-02,2022-04-02
146485561,M,Elazığ,Turkey,200.0,2022-04-02,2022-04-02
146488191,M,Samsun,Turkey,100.0,2022-04-02,2022-04-02
146483951,M,İstanbul,Turkey,250.0,2022-04-02,2022-04-02
146488301,M,Bursa,Turkey,57.0,2022-04-02,2022-04-03
146484361,M,Manisa,Turkey,1000.0,2022-04-02,2022-04-02
146481391,M,Ankara,Turkey,100.0,2022-04-02,2022-04-02
146486311,M,Ankara,Turkey,100.0,2022-04-02,2022-04-30
146482681,M,Rize,Turkey,100.0,2022-04-02,2022-04-02
146484141,M,Çorum,Turkey,1000.0,2022-04-02,2022-04-02
146489561,M,Ankara,Turkey,200.0,2022-04-02,2022-04-02
146489311,M,İstanbul,Turkey,100.0,2022-04-02,2022-04-02
146487981,M,Konya,Turkey,200.0,2022-04-02,2022-04-03
146482731,M,İzmir,Turkey,200.0,2022-04-02,2022-04-02
146488101,M,Elazığ,Turkey,100.0,2022-04-02,2022-04-02
146489031,M,İstanbul,Turkey,250.0,2022-04-02,2022-04-20
146487561,M,Ordu,Turkey,300.0,2022-04-02,2022-04-02
146483081,M,Muğla,Turkey,100.0,2022-04-02,2022-04-02
146489151,M,İzmir,Turkey,250.0,2022-04-02,2022-04-02
146481381,M,Antalya,Turkey,1000.0,2022-04-02,2022-04-02
146494401,M,Hatay,Turkey,1000.0,2022-04-03,2022-04-03
146496931,M,Ankara,Turkey,200.0,2022-04-03,2022-04-03
146491511,M,Kocaeli,Turkey,20.0,2022-04-03,2022-04-03
146497101,M,Kırklareli,Turkey,50.0,2022-04-03,2022-04-03
146490971,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146494941,M,Mersin,Turkey,87.0,2022-04-03,2022-04-03
146493621,M,İstanbul,Turkey,200.0,2022-04-03,2022-04-03
146492701,M,Diyarbakır,Turkey,100.0,2022-04-03,2022-04-03
146495311,M,İstanbul,Turkey,500.0,2022-04-03,2022-04-03
146494251,M,Trabzon,Turkey,95.0,2022-04-03,2022-04-03
146490301,M,İstanbul,Turkey,1000.0,2022-04-03,2022-04-03
146495371,M,Manisa,Turkey,1000.0,2022-04-03,2022-04-03
146494011,M,Maltepe / İstanbul,Turkey,1000.0,2022-04-03,2022-04-03
146493141,M,İstanbul,Turkey,500.0,2022-04-03,2022-04-03
146492361,M,İzmir,Turkey,100.0,2022-04-03,2022-04-03
146498411,M,Denizli,Turkey,11.0,2022-04-03,2022-04-04
146494661,M,Sakarya,Turkey,200.0,2022-04-03,2022-04-03
146497521,M,İstanbul,Turkey,250.0,2022-04-03,2022-04-03
146498521,M,Balıkesir,Turkey,200.0,2022-04-03,2022-04-04
146490611,M,Bursa,Turkey,50.0,2022-04-03,2022-04-03
146490151,M,Konya,Turkey,1000.0,2022-04-03,2022-04-03
146490631,M,Balıkesir,Turkey,51.0,2022-04-03,2022-04-14
146494041,M,Antalya,Turkey,50.0,2022-04-03,2022-04-03
146493521,M,Erzurum,Turkey,300.0,2022-04-03,2022-04-03
146496031,M,Bilecik,Turkey,50.0,2022-04-03,2022-04-03
146490211,M,Kırklareli,Turkey,50.0,2022-04-03,2022-04-03
146489681,M,Adana,Turkey,60.0,2022-04-03,2022-04-11
146496181,M,Ankara,Turkey,100.0,2022-04-03,2022-04-03
146496811,M,İstanbul,Turkey,1000.0,2022-04-03,2022-04-03
146493571,M,Yozgat,Turkey,400.0,2022-04-03,2022-04-03
146492161,M,Bursa,Turkey,250.0,2022-04-03,2022-04-03
146495631,M,Niğde,Turkey,100.0,2022-04-03,2022-04-03
146498531,M,Isparta,Turkey,100.0,2022-04-03,2022-04-04
146491571,M,Ankara,Turkey,1000.0,2022-04-03,2022-04-03
146494351,M,Diyarbakır,Turkey,147.0,2022-04-03,2022-04-03
146496531,M,İstanbul,Turkey,300.0,2022-04-03,2022-04-03
146493681,M,Elazığ,Turkey,39.0,2022-04-03,2022-04-03
146494961,M,Kırklareli,Turkey,500.0,2022-04-03,2022-04-08
146494921,M,Aydın,Turkey,2500.0,2022-04-03,2022-04-03
146497161,M,İstanbul,Turkey,90.0,2022-04-03,2022-04-06
146495361,M,Iğdır,Turkey,2000.0,2022-04-03,2022-04-06
146496041,M,Edirne,Turkey,200.0,2022-04-03,2022-04-03
146496571,M,Kahramanmaraş,Turkey,100.0,2022-04-03,2022-04-03
146498061,M,Antalya,Turkey,98.0,2022-04-03,2022-04-04
146493371,M,Denizli,Turkey,100.0,2022-04-03,2022-04-04
146491441,M,Konya,Turkey,50.0,2022-04-03,2022-04-03
146496231,M,İzmir,Turkey,150.0,2022-04-03,2022-04-03
146496611,M,Bursa,Turkey,100.0,2022-04-03,2022-05-23
146498501,M,Aydın,Turkey,50.0,2022-04-03,2022-04-04
146496831,M,Antalya,Turkey,100.0,2022-04-03,2022-04-03
146496781,M,Kocaeli,Turkey,100.0,2022-04-03,2022-04-03
146497011,M,Tekirdağ,Turkey,500.0,2022-04-03,2022-04-03
146495591,M,Ankara,Turkey,50.0,2022-04-03,2022-04-03
146494771,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146490781,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146490711,M,Denizli,Turkey,51.0,2022-04-03,2022-04-03
146494271,M,Diyarbakır,Turkey,50.0,2022-04-03,2022-04-03
146492991,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146491971,M,Bursa,Turkey,20.0,2022-04-03,2022-04-19
146490071,M,Samsun,Turkey,250.0,2022-04-03,2022-04-03
146492391,M,Afyonkarahisar,Turkey,600.0,2022-04-03,2022-04-03
146491931,M,İzmir,Turkey,100.0,2022-04-03,2022-04-03
146490601,M,İstanbul,Turkey,70.0,2022-04-03,2022-04-03
146496681,M,Diyarbakır,Turkey,500.0,2022-04-03,2022-04-03
146491671,M,Ankara,Turkey,70.0,2022-04-03,2022-04-03
146494871,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146490871,M,Aydın,Turkey,300.0,2022-04-03,2022-04-05
146491101,M,Kütahya,Turkey,100.0,2022-04-03,2022-04-03
146490201,M,Bursa,Turkey,200.0,2022-04-03,2022-04-03
146490721,M,Bursa,Turkey,49.0,2022-04-03,2022-04-03
146494591,M,İstanbul,Turkey,50.0,2022-04-03,2022-04-03
146490391,M,Kayseri,Turkey,100.0,2022-04-03,2022-04-11
146492441,M,Eskişehir,Turkey,195.0,2022-04-03,2022-04-03
146492211,M,Kayseri,Turkey,99.0,2022-04-03,2022-04-03
146496721,M,Ankara,Turkey,100.0,2022-04-03,2022-04-03
146494821,M,Ankara,Turkey,300.0,2022-04-03,2022-04-03
146497611,M,İstanbul,Turkey,100.0,2022-04-03,2022-04-03
146492321,M,Zonguldak,Turkey,700.0,2022-04-03,2022-04-21
146497021,M,Bursa,Turkey,50.0,2022-04-03,2022-05-03
146492111,M,İstanbul,Turkey,100.0,2022-04-03,2022-05-24
146492711,M,İzmir,Turkey,100.0,2022-04-03,2022-04-03
146498071,M,Kars,Turkey,100.0,2022-04-03,2022-04-04
146491341,M,İstanbul,Turkey,300.0,2022-04-03,2022-04-03
146496371,M,İzmir,Turkey,100.0,2022-04-03,2022-04-03
146495171,M,Hatay,Turkey,1000.0,2022-04-03,2022-04-03
146498001,M,İstanbul,Turkey,70.0,2022-04-03,2022-04-03
146497481,M,Erzurum,Turkey,50.0,2022-04-03,2022-04-03
146506231,M,Adana,Turkey,4500.0,2022-04-04,2022-04-04
146505711,M,Manisa,Turkey,1000.0,2022-04-04,2022-04-07
146504701,M,Uşak,Turkey,100.0,2022-04-04,2022-04-04
146502171,M,İstanbul,Turkey,500.0,2022-04-04,2022-04-04
146499261,M,Zonguldak,Turkey,50.0,2022-04-04,2022-04-04
146501531,M,Yalova,Turkey,200.0,2022-04-04,2022-04-04
146502991,M,Ankara,Turkey,1000.0,2022-04-04,2022-04-04
146505921,M,Diyarbakır,Turkey,1000.0,2022-04-04,2022-04-04
146506681,M,Kocaeli,Turkey,300.0,2022-04-04,2022-04-04
146506871,M,Ankara,Turkey,70.0,2022-04-04,2022-04-04
146503351,M,Antalya,Turkey,100.0,2022-04-04,2022-04-04
146503391,M,İstanbul,Turkey,400.0,2022-04-04,2022-04-04
